Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,brimstone,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Bind,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,omen,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,fade,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,viper,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,raze,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,cypher,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,sova,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,astra,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,vyse,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,jett,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,kayo,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Breeze,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,neon,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,omen,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,fade,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,viper,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,raze,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,cypher,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,astra,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,vyse,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,waylay,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,brimstone,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,kayo,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Fracture,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,omen,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,fade,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,viper,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,raze,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,cypher,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,sova,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,astra,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,vyse,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,phoenix,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,chamber,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,tejo,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Pearl,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,neon,91%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,viper,59%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,omen,59%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,fade,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,raze,32%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,sova,26%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,brimstone,26%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,skye,26%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,cypher,26%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,vyse,21%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,phoenix,18%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,astra,9%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,jett,9%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,tejo,9%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,kayo,6%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,breach,6%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,harbor,6%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,veto,6%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,killjoy,3%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,gekko,3%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,deadlock,3%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,waylay,3%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,chamber,3%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,All Maps,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,viper,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,omen,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,fade,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,raze,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,cypher,20%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,vyse,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,phoenix,10%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,astra,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,deadlock,10%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,chamber,10%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Lotus,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,neon,83%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,viper,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,omen,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,fade,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,raze,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,sova,83%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,cypher,83%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,vyse,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,phoenix,67%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,astra,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,jett,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,breach,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,killjoy,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Haven,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,neon,83%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,viper,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,omen,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,fade,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,raze,33%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,brimstone,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,skye,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,cypher,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,vyse,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,phoenix,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,astra,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,tejo,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,gekko,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,waylay,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Bind,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,neon,75%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,viper,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,omen,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,fade,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,raze,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,sova,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,skye,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,cypher,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,vyse,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,astra,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,jett,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,kayo,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,harbor,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Breeze,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,viper,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,omen,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,fade,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,raze,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,brimstone,75%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,skye,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,cypher,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,vyse,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,astra,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,tejo,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,breach,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,veto,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Fracture,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,viper,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,omen,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,fade,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,raze,75%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,skye,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,cypher,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,vyse,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,astra,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,waylay,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Split,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,neon,92%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,omen,67%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,viper,54%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,fade,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,raze,46%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,cypher,33%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,sova,29%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,skye,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,astra,25%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,phoenix,17%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,jett,13%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,vyse,13%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,waylay,8%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,brimstone,8%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,tejo,8%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,veto,4%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,killjoy,4%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,breach,4%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,iso,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,harbor,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,gekko,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,deadlock,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,clove,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,chamber,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,All Maps,yoru,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,neon,100%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,omen,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,viper,88%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,fade,63%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,raze,88%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,cypher,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,sova,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,skye,38%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,astra,50%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,phoenix,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,jett,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,vyse,13%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,waylay,13%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,brimstone,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,tejo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,veto,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,killjoy,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,breach,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,sage,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,miks,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,reyna,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,kayo,0%
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,iso,0%
